Company,Sector,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
Ipca Laboratories Ltd.,Pharma,544.65,1010.872161,0.541,1.038438902,0.119762289,0.134645719,0.105492659,31.08038901,0.079440963,-23.87840671
Ultratech Cement Ltd.,Cement,3322.75,13415.6377,0.3773,14.29149973,0.106924094,0.13337,0.132328444,18.14968512,0.079533582,21.47662048
Suprajit Engineering Ltd.,Auto & Auto Anc.,194.5,375.7780156,0.5263,0.096251381,0.219522193,0.228742567,0.142946298,16.28094484,0.079927805,37.16502116
Saurashtra Cement Ltd.,Const. Materials,61.25,62.34116594,0.3536,0.048915818,0.222590737,0.230369327,0.095616471,90.26241193,0.080077284,-15.74965612
NGL Fine-Chem Ltd.,Healthcare,324.85,29.52237419,0.3391,0.01026729,0.247906874,0.286430879,0.139948265,29.91897479,0.080495502,4.520592021
Dai-Ichi Karkaria Ltd.,Chemicals,500.95,54.90869349,0.3631,0.015970731,0.148955407,0.251891344,0.098326208,32.96391697,0.080496988,9.68907379
Grauer & Weil (India) Ltd.,Chemicals,34.65,115.5539021,0.3101,0.082757413,0.163981586,0.210025699,0.139563131,36.17291951,0.080527818,-3.883495146
Navin Fluorine International Ltd.,Chemicals,2610.5,375.8419764,0.6131,0.265025962,0.083779066,0.127075426,0.08804057,15.73839106,0.08094472,37.63015685
Apollo Tyres Ltd.,Auto Anc,188.9,1414.456776,0.5585,7.849772746,0.216272986,0.257984466,0.118754286,90.38981054,0.081339056,21.59639524
PTL Enterprises Ltd.,Auto & Auto Anc.,142.35,138.5985974,0.5092,0.021019243,0.232144974,0.23215429,0.146542106,29.61247139,0.081598403,47.20785936
Hero MotoCorp Ltd.,Auto,3067.55,9010.937472,0.6536,18.16418176,0.370820809,0.548168155,0.1040561,30.5606715,0.081889663,18.98029633
JB Chemicals & Pharmaceuticals Ltd.,Pharma,348.75,435.1421818,0.4423,1.476287313,0.0923989,0.134946844,0.123647151,26.2951938,0.082274762,25.38198814
Rubfila International Ltd.,Agri,37.25,23.68127208,0.3617,0.005959063,0.213939872,0.323451349,0.116735098,68.18679311,0.082365691,-17.03786192
Kajaria Ceramics Ltd.,Home Building,492.2,1150.769046,0.5282,1.042435962,0.283973648,0.325827543,0.136508924,19.00372631,0.082487002,2.541666667
GHCL Ltd.,Chemicals,259.7,382.0977869,0.8153,1.554138459,0.2898836,0.218643068,0.186804419,62.12048019,0.082890625,102.1011673
HT Media Ltd.,Media & Ent.,75.6,258.8374779,0.3049,0.168576608,0.104445757,0.13805864,0.073491604,88.46111153,0.08319412,-14.47963801
Cera Sanitaryware Ltd.,Home Building,2079.85,397.9150895,0.4525,0.205332332,0.237738644,0.313993793,0.124220532,20.64932262,0.083281842,3.390251783
Dredging Corporation Of India Ltd.,Logistics,432.95,178.3259694,0.2644,0.196486139,0.042322858,0.035671249,0.111249516,41.21444019,0.083433055,5.021224985
SKF India Ltd.,Auto Anc,1275,989.0259287,0.4642,0.143462186,0.150500802,0.22749361,0.094899818,24.42403106,0.083850803,6.605351171
KSB Pumps Ltd.,Cap. Goods,617,315.9228901,0.3359,0.047298955,0.127166051,0.187943088,0.091543451,25.43889744,0.084574199,1.172419447
Reliance Infrastructure Ltd.,Utilities,492.7,1906.077695,0.5164,18.90966796,0.05527485,0.08144187,0.132699824,91.48236741,0.084899282,-16.8298447
Excel Industries Ltd.,Chemicals,380.4,70.34261548,0.4761,0.036753304,0.242107923,0.242414795,0.11910226,68.48716055,0.085022188,55.45565999
Virat Crane Industries  Ltd.,FMCG,58,17.4253816,0.2515,0.003082528,0.211651927,0.327784887,0.132307992,36.14562977,0.085416974,-31.32030787
Brooks Laboratories Ltd.,Healthcare,145.7,34.69199345,0.3938,0.346964335,0.065263822,0.071086579,0.066244354,24.56281451,0.085667378,36.743313
Novartis India Ltd.,Pharma,683.05,282.7533062,0.25,0.091239882,0.076359673,0.10162672,-0.013522178,30.88840982,0.085827475,-21.73589229
Astec Lifesciences Ltd.,Chemicals,610.45,175.1416165,0.3645,0.727917477,0.185269166,0.196835517,0.154072045,15.21746067,0.086484721,147.6470588
Rallis India Ltd.,Agri Inputs,204.1,583.8643316,0.4991,0.711013673,0.20596192,0.266116203,0.122507002,31.20318713,0.086626574,18.35314584
Piramal Enterprises Ltd.,Pharma,1678.8,4261.531548,0.4842,1.476287313,0.042187416,0.048982055,0.116206387,12.02058448,0.086707752,69.42173781
Elantas Beck India Ltd.,Chemicals,1761.7,205.4456706,0.25,0.028463724,0.242936456,0.370652325,0.107565724,16.61973207,0.0867782,17.11484128
ADC India Communications Ltd.,Telecom,261.95,17.72535952,0.3251,0.008725246,0.118229739,0.170954471,0.047301443,32.6133838,0.086838598,-13.20410868
Wockhardt Ltd.,Hotels; Hospitals; Hospitality,710.9,1155.970893,0.2581,12.80365033,0.106725944,0.130208673,0.15211289,38.76862322,0.086885312,-54.90929849
Timken India Ltd.,Auto Anc,619.3,619.4820061,0.25,0.186970692,0.196863613,0.295563302,0.125889827,14.99582281,0.086967826,14.4097543
GOCL Corporation Ltd.,Auto & Auto Anc.,268,195.4314053,0.3013,0.065929658,0.031841726,0.043728274,0.06109058,19.9604357,0.087108193,63.76413077
Radix Industries (India) Ltd.,Inds. Gases & Fuels,78.75,11.58982622,0.2788,8.01E-05,0.383361285,0.414601918,0.143128936,48.3188037,0.087498978,-61.20689655
SKM Egg Products Export (India) Ltd.,FMCG,62.15,24.07192346,0.4573,0.03574467,0.43679017,0.266993413,0.084160898,120.5051992,0.087734662,-66.66666667
Wabco India Ltd.,Auto Anc,5206.1,1452.590971,0.25,0.431429131,0.146346157,0.218746163,0.116242474,9.279717601,0.087843631,-13.13321765
Bodal Chemicals Ltd.,Chemicals,134.15,215.3096994,0.3265,1.500547351,0.67682768,0.390929485,0.154839387,48.54923874,0.087858919,126.6047297
Indiabulls Real Estate Ltd.,Realty,79.7,594.0151088,0.5241,10.89162965,0.032789283,0.055488203,0.212062867,43.78989414,0.088517319,22.2392638
Shakti Pumps (India) Ltd.,Cap. Goods,138.8,37.5281778,0.5437,0.045537596,0.154483937,0.175792388,0.125874082,79.03808167,0.088599545,-16.3099186
Centum Electronics Ltd.,Electricals,638.8,119.774092,0.4037,0.061119723,0.289988921,0.358341218,0.17311342,40.74311976,0.08883251,-5.586757316
Grindwell Norton Ltd.,Industrials,319.95,521.1070999,0.4097,0.045647132,0.172169127,0.256629565,0.121898405,21.78760566,0.088993204,-12.61300631
Polaris Consulting & Services Ltd.,IT,155.1,231.7665985,0.2135,0.171173141,0.140628385,0.188918647,0.104433929,81.69190091,0.089064573,-27.7091587
Sarla Performance Fibres Ltd.,Textile ,64.35,79.04410088,0.4477,0.032964288,0.139847341,0.100918449,0.112587259,39.47902456,0.089374297,-24.91248541
Atul Ltd.,Chemicals,2076.9,906.2143616,0.4897,0.675964669,0.240681019,0.266892298,0.124646607,29.31304239,0.090043254,23.87200668
Prakash Industries Ltd.,Iron & Steel,51.25,102.2296961,0.5371,0.392011103,0.115316842,0.101237834,0.109790193,277.4546055,0.090212628,40.7967033
Amrutanjan Health Care Ltd.,Healthcare,554.6,123.5979639,0.4982,0.096638522,0.163527202,0.256997299,0.123259409,13.47664028,0.090413237,17.10304054
Atlanta Ltd.,Infra.,73.8,88.47748901,0.2947,0.468928708,0.071162342,0.070221081,-0.140666301,61.09814628,0.090421223,86.36363636
Lovable Lingerie Ltd.,Textile ,247.85,61.25154155,0.3277,0.160151228,0.08318583,0.142198856,0.125897739,28.16155699,0.090495965,-9.642726941
Lakshmi Machine Works Ltd.,Industrials,3987.6,660.8753918,0.7165,0.475851374,0.188455061,0.253129959,0.085234792,37.64965273,0.09050818,9.394675116
Vesuvius India Ltd.,Cap. Goods,1152.95,344.2242466,0.4443,0.037968563,0.141571126,0.214161895,0.123300063,18.94782272,0.09078086,42.58595103
Career Point Ltd.,Other,116.55,31.08846626,0.3913,0.032370567,0.020975941,0.041293176,0.058126339,25.04988997,0.090785041,-12.72931486
Adi Finechem Ltd.,Chemicals,542.45,110.069946,0.3724,0.093768902,0.26322857,0.282215975,0.151361876,13.6839358,0.090957976,116.0294703
Ingersoll-Rand (India) Ltd.,Cap. Goods,676.7,314.2404217,0.26,0.092050359,0.063713289,0.097469686,0.050311808,20.86084268,0.090964285,-15.50227883
Ramco Industries Ltd.,Const. Materials,205.2,261.5954611,0.4608,0.499129388,0.144234864,0.123439702,0.062287581,34.19583414,0.091331092,55.27809308
Omkar Speciality Chemicals Ltd.,Chemicals,170.65,51.65690217,0.4382,0.485120734,0.158804441,0.115573803,0.157810569,51.3259001,0.091576439,-27.16602646
Aptech Ltd.,IT,182.95,107.3628512,0.5472,2.526094812,0.069829191,0.086578374,0.089688626,15.87946837,0.091737469,163.6167147
Manaksia Ltd.,Metals & Mining,51.7,49.83981055,0.3705,0.007507582,0.09482419,0.110560197,0.121887327,226.2472284,0.091742558,6.269270298
Ador Fontech Ltd.,Cap. Goods,85.75,22.07450612,0.6414,0.006937527,0.151094375,0.229940672,0.113727743,63.09540936,0.092188397,-26.70940171
Kellton Tech Solutions Ltd.,IT,115.2,79.75496418,0.3791,0.196838606,0.364214142,0.271656936,0.124988646,29.82895625,0.092769785,-47.27688787
Indo Count Industries  Ltd.,Textile ,160.95,467.3650385,0.4105,1.174531551,0.445621053,0.320715981,0.135586047,36.73556767,0.092859656,-26.62077141
Century Plyboards (India) Ltd.,Home Building,176.5,576.8392499,0.2666,1.476287313,0.434510961,0.234834483,0.130567549,27.5369854,0.093343072,1.905311778
Mazda Ltd.,Cap. Goods,330.1,20.6761655,0.5997,0.0087379,0.12634768,0.179361499,0.128293341,56.97810085,0.093371582,-21.61006887
Foseco India Ltd.,Chemicals,1311.5,123.2103643,0.2502,0.012188027,0.26353324,0.377927756,0.131749953,21.37521478,0.0934825,-14.54634305
Kolte Patil Developers Ltd.,Realty,90.95,101.3787517,0.2546,0.117554768,0.079318531,0.151005076,0.278924552,68.71656913,0.093764355,-38.46414073
R Systems International Ltd.,IT,59.85,109.0562576,0.492,0.022389305,0.273610573,0.387048124,0.111687619,59.46434214,0.093847939,-20.46511628
Arihant Superstructures Ltd.,Realty,104,62.96909168,0.2589,0.074458866,0.176427263,0.129451346,0.218650802,17.13394317,0.093891158,31.64556962
FAG Bearings India Ltd.,Auto Anc,3888.75,950.5796635,0.4867,0.134191134,0.146492199,0.223047724,0.11819992,17.17004963,0.094108997,-5.808334645
UPL Ltd.,Agri Inputs,659.9,4921.107216,0.7027,13.53630247,0.20551957,0.217367912,0.152126625,24.56869861,0.094407023,48.84402842
Radha Madhav Corporation Ltd.,FMCG,24.05,23.47060293,0.8368,0.071662748,0.050116995,0.479734837,0.031882478,47.68134859,0.094450054,3.440860215
Alkyl Amines Chemicals Ltd.,Chemicals,313,93.91100423,0.2581,0.037008565,0.270046607,0.248433985,0.156277815,50.72530146,0.094738,-9.367308528
International Travel House Ltd.,Hospitality,185.9,21.86198112,0.3831,0.017067935,0.124131924,0.198391255,0.136314762,82.62260173,0.095167245,-25.9657507
Take Solutions Ltd.,IT,141.2,276.7436863,0.3687,0.388611494,0.139914989,0.129527639,0.122958215,26.39362833,0.095245658,-17.16045761
Global Offshore Services Ltd.,Misc.,57.8,21.02565703,0.6702,0.082630809,0.089900829,0.069708139,0.256569951,189.6226118,0.095436601,-82.53776435
Swaraj Engines Ltd.,Auto & Auto Anc.,1345.15,245.7563996,0.4938,0.06292153,0.244768512,0.368908427,0.113980648,21.96060818,0.095683496,39.48050601
Bharat Forge Ltd.,Auto Anc,912.1,3123.443388,0.5326,10.5633934,0.238564325,0.215468433,0.141429705,24.41135648,0.095857582,4.079420323
Warren Tea Ltd.,Agri,122.7,21.57051454,0.2513,0.001883358,0.111004596,0.102016326,0.081015991,60.42493783,0.095903244,-20.94072165
Kovai Medical Center & Hospital Ltd.,Healthcare,1005.85,161.904585,0.4997,0.017685912,0.323924012,0.272646493,0.181868863,24.80601152,0.09593629,16.92531241
Empire Industries Ltd.,Const. Materials,1640.7,144.8101829,0.2745,0.004973243,0.265717,0.245635469,0.141931755,24.45954372,0.096047675,-7.042492918
Nila Infrastructures Ltd.,Realty,14.45,83.53041261,0.3791,0.060359383,0.09007138,0.113307555,0.171130208,14.89244195,0.096224045,-19.04761905
Indoco Remedies Ltd.,Pharma,272.9,369.9298377,0.4076,0.099351095,0.169699508,0.206271447,0.136565694,23.17508653,0.0965922,-13.07533047
Prestige Estate Projects Ltd.,Realty,172.3,950.4633246,0.3,0.411705955,0.097223591,0.129680667,0.249771914,35.97992591,0.09665883,-12.11425657
Metroglobal Ltd.,Paper,92.95,22.3237818,0.4198,0.001787719,0.157386429,0.093751915,0.0212091,169.0972002,0.096824039,12.7349909
Cambridge Technology Enterprises Ltd.,IT,99.9,28.84875407,0.5309,0.017751947,0.114228838,0.123792529,0.082586341,11.18095288,0.097037245,-36.43016227
ZF Steering Gear (India) Ltd.,Auto & Auto Anc.,1293,172.5768803,0.2634,0.047687221,0.135466291,0.166897197,0.104432716,19.1481037,0.097109414,-13.94342762
ACC Ltd.,Cement,1333.9,3684.751757,0.4966,5.890421652,0.142362389,0.151032995,0.079054996,31.85774992,0.097208486,1.026243042
Disa India Ltd.,Cap. Goods,4231.8,90.5252194,0.25,0.003369446,0.160143305,0.312472011,0.105893236,16.24033623,0.097295532,-15.60031911
Camlin Fine Sciences Ltd.,Chemicals,116.55,177.034567,0.6016,0.341074721,0.476487874,0.278307788,0.121672403,31.53477366,0.097371454,10.52631579
Sobha Ltd.,Realty,266.5,377.5403739,0.3941,0.22694843,0.10077684,0.136343732,0.223325293,64.64370882,0.097514465,-15.54428775
Asian Paints Ltd.,Home Building,929.5,13115.24372,0.4721,16.87827473,0.31666511,0.429444329,0.139391982,10.8139889,0.098034875,4.862364621
Marico Ltd.,FMCG,260.4,4942.433091,0.4033,4.553672034,0.35320414,0.388987141,0.136806687,11.59950958,0.098125233,14.78950849
Amara Raja Batteries Ltd.,Auto Anc,930.4,2337.804386,0.4794,3.775850932,0.270054391,0.375479852,0.136537896,18.01403499,0.098185157,7.960083546
Zensar Technologies Ltd.,IT,939.2,618.9030792,0.5206,0.278564219,0.248487418,0.292679467,0.131833138,42.91111628,0.098358969,-11.79978401
Raj Television Network Ltd.,Media & Ent.,60.55,46.23937486,0.3008,0.03566715,0.052204277,0.100268623,0.218745177,17.84218252,0.098907728,-10.16320475
Astra Microwave Products Ltd.,Industrials,113.8,144.9898241,0.8389,0.403297863,0.235680008,0.291310503,0.147890805,43.69717352,0.099137491,-20.44739602
Abbott India Ltd.,Pharma,4604.45,1439.266672,0.2501,0.12677934,0.264127491,0.399754744,0.129909311,15.90147152,0.099561059,-20.38782073
Sanofi India Ltd.,Pharma,4210.3,1426.387449,0.396,0.261207748,0.139048345,0.21644178,0.080835204,13.8635544,0.099586342,-1.060992374
Aurionpro Solutions Ltd.,IT,150.2,48.49860323,0.6776,0.035615056,0.135847224,0.122785364,0.118748215,151.991903,0.099858982,-25.66196486
Fineotex Chemical Ltd.,Chemicals,29.85,49.31006705,0.2828,0.122240512,0.144876044,0.26042388,0.15675023,20.68147865,0.100215227,-15.6779661
MM Forgings Ltd.,Auto & Auto Anc.,453.45,80.51371888,0.4359,0.049406978,0.233058742,0.200725222,0.150024675,62.41594687,0.10057031,-13.55447526
Idea Cellular Ltd.,Telecom,72.9,3861.964993,0.5777,8.319730974,0.160554298,0.137684771,0.174086847,81.74824489,0.10058191,-45.79925651
SQS India BFSI Ltd.,IT,731.8,114.9143503,0.4605,0.14450617,0.205390418,0.290854736,0.14909046,18.63608982,0.100721245,-40.02376757
Cipla Ltd.,Pharma,582.85,6896.752635,0.6323,10.60234213,0.109747629,0.145985086,0.146048985,16.45040877,0.100852854,-10.61953688
Eimco Elecon (India) Ltd.,Cap. Goods,363.95,30.88266574,0.2594,0.007770472,0.101852331,0.155636275,0.1277464,63.59784536,0.101727483,-26.7263942
Welspun India Ltd.,Textiles,70.15,1036.797131,0.2652,2.587760819,0.426741771,0.237511882,0.177506013,51.14429662,0.102268197,-17.76084408
UFO Moviez India Ltd.,Media & Ent.,415.7,168.7798175,0.7114,0.195657241,0.114993034,0.155261115,0.165893376,28.19230886,0.102704904,-18.75305385
Bayer CropScience Ltd.,Agri Inputs,4125.5,2145.526977,0.3142,0.623930201,0.202797203,0.30626192,0.130824806,17.35377854,0.102812022,24.29012578
KRBL Ltd.,Misc.,312.05,1080.515041,0.4119,0.466044521,0.274356333,0.187871696,0.137847395,29.24240089,0.102839352,33.92703863
Cheviot Company Ltd.,Textile ,987.05,65.50204608,0.25,0.029049566,0.079664764,0.114322505,0.076933939,40.76136792,0.102885706,-1.097194389
Borosil Glass Works Ltd.,Const. Materials,6997.25,237.7706193,0.28,0.071045279,0.049508707,0.108178973,0.033627926,13.69680581,0.103171986,183.174828
Haldyn Glass Ltd.,Const. Materials,31.4,24.82794044,0.4748,0.014603384,0.140874289,0.210342704,0.133447168,62.65026307,0.103248071,-20.90680101
Ambika Cotton Mills Ltd.,Textile ,1035.5,89.49047072,0.5137,0.08211947,0.182413663,0.195936404,0.142542917,55.37304427,0.103282107,13.81622335
Ratnamani Metals & Tubes Ltd.,Metals & Mining,679.9,467.3487148,0.3973,0.067305275,0.206948004,0.288833454,0.146700581,35.87911653,0.103416859,27.09599028
AVT Natural Products Ltd.,Agri,32.4,72.58018916,0.2566,0.050567376,0.153416063,0.242263102,0.155650433,36.00643445,0.103889492,-15.84415584
Strides Shasun Ltd.,Pharma,1098.85,1444.58349,0.6886,1.476287313,0.115496796,0.101761122,0.137828438,8.278157741,0.10390944,-12.56067478
Bosch Ltd.,Auto Anc,21111.3,9478.265174,0.2882,4.981996272,0.147637542,0.286755737,0.118563568,10.20060087,0.104152083,12.763497
Pidilite Industries Ltd.,Home Building,614.7,4635.797546,0.3041,4.56143868,0.239349252,0.32443326,0.134802019,10.44934329,0.104335084,9.202344999
Wim Plast Ltd.,Plastic Products,1500,264.8578863,0.2504,0.053248293,0.232596585,0.325852593,0.142979226,13.81970932,0.104364199,53.06122449
Ujaas Energy Ltd.,Cap. Goods,48.8,143.5716316,0.2931,0.37579811,0.069472639,0.128925964,0.315737551,7.738067664,0.105043624,59.21696574
Max Heights Infrastructure Ltd.,Realty,55.5,12.74362967,0.4824,0.002707328,0.019671156,0.014421885,0.155796505,3.623758317,0.106106921,-16.66666667
Vindhya Telelinks Ltd.,Electricals,600.6,104.7017942,0.564,0.108617034,0.198322913,0.192961353,0.133586115,65.40803863,0.106361557,-29.2871019
CCL Products (India) Ltd.,FMCG,267.5,523.4622836,0.5527,0.301942066,0.242676539,0.227590299,0.164005831,16.82201999,0.106703697,24.41860465
Nava Bharat Ventures Ltd.,Conglomerate,117.8,309.4467495,0.5569,0.928399866,0.065647951,0.077256901,0.12763863,58.61493142,0.107480345,41.2470024
Nicco Parks & Resorts Ltd.,Hospitality,27.2,18.72550658,0.3726,0.000597194,0.2114611,0.286301247,0.136205867,22.89412028,0.107533403,-26.48648649
Jaypee Infratech Ltd.,Infra.,8.25,168.559882,0.2836,0.123056006,0.056529829,0.087690284,0.402443869,193.0994829,0.107678231,-36.53846154
Inox Wind Ltd.,Capital Goods,183.3,598.3761523,0.1438,1.476287313,0.322634411,0.258302458,0.149643696,45.28814174,0.108323655,-49.67741935
Sharda Cropchem Ltd.,Agri Inputs,474.1,629.2076352,0.25,1.476287313,0.190505086,0.286741592,0.147013655,16.86350643,0.10864559,95.62616051
Ultramarine & Pigments Ltd.,Chemicals,170.1,73.01788607,0.4746,0.025800876,0.195563964,0.288026735,0.152590837,23.58527028,0.108817683,37.17741935
Hester Biosciences Ltd.,Healthcare,728.95,91.21916645,0.4593,0.03288969,0.125407591,0.143218618,0.207597275,9.935977495,0.108898138,25.90897314
Wendt (India) Ltd.,Abrasives,1789.35,52.64342194,0.2026,0.008205216,0.141237708,0.176548178,0.123655619,23.56484351,0.109146545,-9.200010149
Godrej Consumer Products Ltd.,FMCG,1522.3,7627.193018,0.3672,4.438846767,0.224175096,0.203245403,0.155483812,10.85112174,0.109510703,16.5486353
EIH Associated Hotels Ltd.,Hospitality,293.9,131.7238551,0.25,0.008308382,0.118146895,0.173111294,0.206077881,17.47185427,0.109712965,5.871757925
The Byke Hospitality Ltd.,Hospitality,172.15,101.5421584,0.5554,0.311189135,0.216676497,0.256855351,0.149359504,17.86634507,0.110407567,9.093789607
Sreeleathers Ltd.,FMCG,155.95,57.70703042,0.3621,0.000403315,0.038562623,0.072569307,0.174649847,11.56917693,0.110691239,18.14393939
Gujarat Industries Power Company Ltd.,Power,103.15,229.5021898,0.4179,0.088073736,0.075659429,0.140809878,0.24924917,52.92856687,0.111877432,20.0814901
BF Utilities Ltd.,Utilities,394.25,218.4533865,0.3436,2.695988447,0.228768672,0.174054588,0.666359443,23.72504396,0.112274867,-42.09444077
Menon Bearings Ltd.,Auto & Auto Anc.,73.75,60.79655698,0.2533,0.041066356,0.294439975,0.329769033,0.177476314,16.97709626,0.112580645,17.28689567
Mphasis Ltd.,IT,527.15,1631.422925,0.3953,0.788211869,0.123566896,0.385398659,0.133180323,35.51994343,0.112959798,10.34013605
Jenburkt Pharmaceuticals Ltd.,Healthcare,501.9,34.32603052,0.5435,0.015133078,0.317061567,0.420693997,0.147802381,24.82384322,0.113014374,9.037584184
Gujarat Alkalies & Chemicals Ltd.,Chemicals,362.45,391.544756,0.5372,0.719036339,0.107706179,0.100041753,0.090209084,49.75482803,0.113350063,87.36107521
Lancor Holdings Ltd.,Realty,28.2,16.80052874,0.3792,0.004602839,0.129282947,0.157996143,0.328806559,89.46489425,0.113501976,-25.8869908
Stovec Industries Ltd.,Textile ,2069.6,63.56807444,0.2894,0.012094692,0.214229078,0.319299629,0.13885455,16.09985283,0.113636736,-16.85014062
Solar Industries (India) Ltd.,Chemicals,702.15,934.6511543,0.2702,0.168841749,0.215672538,0.196333796,0.166755764,14.46416124,0.114661314,-4.259670844
Oil & Natural Gas Corporation Ltd.,Oil & Gas,202.55,38237.29998,0.3107,20.98651192,0.105095793,0.131031096,0.149424032,42.07665005,0.115163956,27.89669761
Hindustan Unilever Ltd.,FMCG,833.75,26544.0404,0.328,14.45691303,0.975106265,1,0.159135486,12.04495982,0.1152683,-1.103137418
Vakrangee Ltd.,IT,270.5,2105.874714,0.5839,7.840486907,0.323439493,0.388438006,0.200815521,13.20344122,0.115559213,53.08432371
Keerthi Industries Ltd.,Const. Materials,140,16.50990386,0.2508,0.003163453,0.573910346,0.17230659,0.113683775,92.62040609,0.116142651,-41.56928214
Tech Mahindra Ltd.,IT,469.75,6724.403378,0.6368,13.30890534,0.245286945,0.320036845,0.139894701,33.64060531,0.116189609,-10.54084936
Tata Sponge Iron Ltd.,Metals & Mining,595.2,134.8349448,0.455,2.463748295,0.121126883,0.186887369,0.109248947,58.57028393,0.116393901,21.28374936
Techno Electric & Engineering Company Ltd.,E&C,325.65,546.9769895,0.4202,0.161954028,0.105546825,0.116108934,0.191229248,14.5141974,0.116451432,20.09957588
Andrew Yule & Company Ltd.,Diversified,24.15,173.7005812,0.1519,0.033731242,0.141238953,0.139019871,0.001267398,22.63025243,0.116538553,-23.4548336
Multibase India Ltd.,Chemicals,291.7,54.15201262,0.25,0.02476046,0.192021015,0.292455373,0.158407442,11.38403264,0.117118759,11.84815951
Nirlon Ltd.,Realty,195.65,259.3644314,0.2841,0.023450754,0.017719805,0.051415646,0.480819026,9.213923386,0.117333762,8.333333333
Indraprastha Gas Ltd.,Oil & Gas,922.9,1900.649314,0.55,7.474159,0.226763595,0.313625091,0.176316697,19.36701301,0.118935395,62.56825788
Poly Medicure Ltd.,Healthcare,385.5,250.1578447,0.5123,0.016335088,0.271540464,0.299002381,0.172427865,15.60402795,0.119176015,-0.439049587
PI Industries Ltd.,Agri Inputs,841.5,1703.135273,0.4828,0.859306659,0.315180118,0.381833953,0.155184604,12.30975562,0.119588771,23.95963762
Shilpa Medicare Ltd.,Pharma,698.1,791.7745885,0.4311,0.284945199,0.15607591,0.172397396,0.171210254,7.752194992,0.119941525,42.25165563
Hindustan Composites Ltd.,Auto & Auto Anc.,1592.35,101.7998346,0.2502,0.023583663,0.034010401,0.054710887,0.193786276,14.93715937,0.120018386,39.67982456
Tata Elxsi Ltd.,IT,1392.15,637.6738869,0.5537,6.828785808,0.393112896,0.62470085,0.175976226,13.32030553,0.120131702,-35.79384296
Nestle India Ltd.,FMCG,5929.85,8410.278188,0.3724,2.981269413,0.455201346,0.555440201,0.171921614,11.71761478,0.120233307,3.677769036
Mahindra Holidays & Resorts India Ltd.,Misc.,394.9,515.7334086,0.25,0.172964171,0.131765617,0.155584467,0.150902054,15.74228152,0.120571701,-9.953255045
Man InfraConstruction Ltd.,Infra.,39.7,144.5389849,0.3884,0.524622114,0.054047253,0.111062855,0.044533584,19.01228241,0.121542233,-12.16814159
NTPC Ltd.,Utilities,164,19891.96881,0.3004,8.045391143,0.116282551,0.079080843,0.142691254,40.52994491,0.122181354,15.94202899
Balkrishna Industries Ltd.,Auto Anc,1096.3,1558.79393,0.417,0.708883566,0.226460354,0.110406142,0.126719741,24.48558008,0.123739868,67.79673988
DS Kulkarni Developers Ltd.,Realty,65.25,24.76486648,0.5002,0.010456305,0.027100669,0.033307782,0.299647824,40.32523256,0.124868698,-40.38373687
VST Tillers Tractors Ltd.,Auto & Auto Anc.,1811.35,230.2031225,0.4601,0.095760273,0.205716337,0.303632883,0.164814473,23.96132818,0.125997726,29.19757489
Ajmera Realty & Infra India Ltd.,Realty,143.7,75.0099483,0.3806,0.116994499,0.062575132,0.070836583,0.241418159,26.77858132,0.126452461,-18.39863714
Hexaware Technologies Ltd.,IT,201.1,893.4667199,0.2875,2.649996248,0.262473959,0.342593742,0.154661873,28.89505499,0.126568893,-17.58196721
Page Industries Ltd.,Cons. Disc.,13704.05,2248.503081,0.5099,2.08096013,0.578634446,0.622796367,0.195944689,6.862438206,0.126705959,0.247985574
Shemaroo Entertainment Ltd.,Media & Ent.,430.35,172.0781991,0.3417,0.110503563,0.166975255,0.208616785,0.258458164,18.79673321,0.126943572,33.64906832
Igarashi Motors India Ltd.,Auto & Auto Anc.,727.05,327.3590484,0.1415,0.314475669,0.20832889,0.259943591,0.159932422,11.76317746,0.127194925,9.01934323
Mold-Tek Technologies Ltd.,Cap. Goods,46.5,18.32028429,0.5021,0.016286172,0.257413509,0.258851085,0.1420737,25.64938363,0.127685655,-54.06953773
Dharamsi Morarji Chemical Company Ltd.,Chemicals,117.55,37.77707345,0.5127,0.039666874,0.648864069,0.337027495,0.133959886,31.78231902,0.129097492,23.1534835
Cyient Ltd.,IT,486.95,806.1731701,0.7781,0.195248714,0.205859895,0.226051789,0.120426539,33.93728646,0.129136935,-1.903706688
Hercules Hoists Ltd.,Cap. Goods,146.8,69.10267385,0.3053,0.058398888,0.071254924,0.09865362,0.071021608,14.10679766,0.129460138,-20.73434125
Indag Rubber Ltd.,Agri,183.65,70.91515537,0.2525,0.027419122,0.271176289,0.367317069,0.161481842,34.10912643,0.129524147,-14.97685185
MT Educare Ltd.,Other,126.2,73.92443285,0.5722,0.202079713,0.24780301,0.369116972,0.165971468,30.70505802,0.129744028,-32.47726057
Mayur Uniquoters Ltd.,Plastic Products,342.95,230.9418527,0.3888,0.095045355,0.296100131,0.351200206,0.172169548,21.92398624,0.129760707,-26.50808957
Navneet Education Ltd.,Misc.,124,434.5198191,0.382,0.091031337,0.254662883,0.301428602,0.209914678,22.87306485,0.130921238,30.38906414
Aurobindo Pharma Ltd.,Pharma,692.4,5960.155887,0.4621,19.03279986,0.35641799,0.269157329,0.184068835,20.33591106,0.130946527,-20.15682657
